HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.age,Answer.book,Answer.careful,Answer.comments,Answer.distraction,Answer.english,Answer.gender,Answer.grouptype,Answer.q1,Answer.q10,Answer.q11,Answer.q12,Answer.q13,Answer.q14,Answer.q15,Answer.q16,Answer.q17,Answer.q18,Answer.q19,Answer.q2,Answer.q20,Answer.q21,Answer.q22,Answer.q23,Answer.q24,Answer.q25,Answer.q26,Answer.q27,Answer.q28,Answer.q29,Answer.q3,Answer.q30,Answer.q31,Answer.q32,Answer.q33,Answer.q34,Answer.q35,Answer.q4,Answer.q5,Answer.q6,Answer.q7,Answer.q8,Answer.q9,Answer.qNum1,Answer.qNum10,Answer.qNum11,Answer.qNum12,Answer.qNum13,Answer.qNum14,Answer.qNum15,Answer.qNum16,Answer.qNum17,Answer.qNum18,Answer.qNum19,Answer.qNum2,Answer.qNum20,Answer.qNum21,Answer.qNum22,Answer.qNum23,Answer.qNum24,Answer.qNum25,Answer.qNum26,Answer.qNum27,Answer.qNum28,Answer.qNum29,Answer.qNum3,Answer.qNum30,Answer.qNum31,Answer.qNum32,Answer.qNum33,Answer.qNum34,Answer.qNum35,Answer.qNum4,Answer.qNum5,Answer.qNum6,Answer.qNum7,Answer.qNum8,Answer.qNum9,Answer.time1,Answer.time2,Answer.time3,Answer.time4,Answer.time5,Answer.time6,Answer.time7,Answer.time8,Approve,Reject,Correct,Self-rating
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,34T446B1C1KO7T5N4Y2H9UHPG1E0CK,A2XJH3WC02RMXQ,Submitted,Tue Mar 07 10:24:32 PST 2017,Tue Mar 07 10:29:05 PST 2017,Fri Mar 10 10:29:05 PST 2017,,,,273,0% (0/0),0% (0/0),0% (0/0),36,,5,None,no,yes,male,3,4,4,5,1,4,2,5,5,5,2,5,1,3,4,4,3,1,4,5,3,4,1,3,4,1,4,5,3,5,4,2,4,2,4,5,qu37,qu32,qu58,tqu7,qu12,qu54,qu45,qu19,qu18,qu31,tqu1,tqu4,qu69,qu1,qu28,qu33,tqu2,qu14,qu2,qu44,qu49,tqu3,qu36,qu65,tqu6,qu38,tqu5,qu16,qu78,qu26,qu9,qu3,qu17,qu30,qu70,1488911083871,1488911089473,1488911159894,1488911220794,1488911281461,1488911306497,1488911318416,1488911336995,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,388U7OUMF87SDVU6MVSCYPGBG2H0RQ,A1MN2PWAV10VAB,Submitted,Tue Mar 07 10:24:55 PST 2017,Tue Mar 07 10:32:20 PST 2017,Fri Mar 10 10:32:20 PST 2017,,,,445,0% (0/0),0% (0/0),0% (0/0),31,,5,{},no,yes,female,3,2,5,5,3,2,1,5,1,1,3,2,2,5,3,5,1,1,3,4,5,1,5,4,1,1,5,4,5,5,2,4,2,1,1,3,qu22,qu68,tqu5,qu59,qu34,tqu4,qu63,tqu2,qu36,qu40,qu49,qu45,qu3,qu81,qu4,tqu6,qu21,qu27,qu38,qu88,tqu3,qu60,qu39,qu72,tqu7,tqu1,qu32,qu35,qu42,qu47,qu16,qu43,qu70,qu75,qu82,1488911281020,1488911284414,1488911347260,1488911399124,1488911481902,1488911519633,1488911528180,1488911536925,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,39L1G8WVWRX01IUM7OVGUWW5FG731S,A37RHQPON2RJYL,Submitted,Tue Mar 07 10:24:28 PST 2017,Tue Mar 07 10:39:51 PST 2017,Fri Mar 10 10:39:51 PST 2017,,,,923,0% (0/0),0% (0/0),0% (0/0),29,,5,{},no,yes,female,3,5,5,4,5,1,2,4,5,5,1,2,3,4,1,5,2,5,5,4,3,4,5,1,1,5,4,1,5,4,4,1,5,5,1,2,qu9,tqu1,qu48,qu36,tqu3,qu82,qu60,qu53,qu34,tqu2,qu78,qu7,qu59,qu55,qu18,qu10,tqu5,qu80,qu79,qu52,qu45,qu4,tqu4,tqu6,qu35,qu25,qu72,qu6,qu65,qu81,tqu7,qu49,qu68,qu37,qu3,1488911783867,1488911787408,1488911842361,1488911883912,1488911942447,1488911956665,1488911965589,1488911972412,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,39LOEL67OTBICIE7694V96JDTMD38C,A3UMANQDDX964G,Submitted,Tue Mar 07 10:24:37 PST 2017,Tue Mar 07 10:33:26 PST 2017,Fri Mar 10 10:33:26 PST 2017,,,,529,0% (0/0),0% (0/0),0% (0/0),24,,4,{},no,yes,male,3,5,4,1,2,1,1,1,1,5,1,1,1,5,5,4,5,1,1,5,1,5,5,4,4,5,1,2,1,5,2,5,1,1,5,3,qu56,qu70,tqu6,qu76,qu82,qu2,tqu2,qu30,qu1,qu22,tqu7,tqu1,qu81,qu41,qu38,qu23,qu8,qu37,qu53,qu21,qu27,qu80,qu39,qu77,qu68,tqu3,qu60,qu40,tqu5,qu69,qu88,qu4,tqu4,qu43,qu28,1488911415060,1488911423951,1488911458254,1488911513649,1488911562212,1488911593673,1488911599185,1488911606182,,,7.0,4
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,39U1BHVTDMX1A26V97FQ02F07ZXT3Q,A3KKXA7COL5JHL,Submitted,Tue Mar 07 10:24:50 PST 2017,Tue Mar 07 10:45:29 PST 2017,Fri Mar 10 10:45:29 PST 2017,,,,1239,0% (0/0),0% (0/0),0% (0/0),38,,5,{},no,yes,male,3,5,1,1,1,2,1,4,5,1,1,5,5,5,2,1,1,3,2,5,1,1,4,5,1,4,1,5,1,3,1,4,1,3,5,1,qu36,qu69,qu83,tqu3,qu52,qu75,qu62,qu1,qu82,qu85,qu79,qu87,qu53,qu38,qu72,qu16,qu71,qu2,qu77,tqu2,tqu7,qu39,qu56,tqu4,qu35,qu55,qu45,qu66,qu59,tqu1,qu9,tqu6,qu7,tqu5,qu26,1488912154060,1488912155413,1488912192116,1488912252109,1488912296968,1488912310960,1488912317772,1488912324356,,,6.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3A9AA95ATXS6WP0S69UZAPCNWS45PO,A26M997VYVK0E6,Submitted,Tue Mar 07 10:24:39 PST 2017,Tue Mar 07 10:37:10 PST 2017,Fri Mar 10 10:37:10 PST 2017,,,,751,0% (0/0),0% (0/0),0% (0/0),29,,5,{},no,yes,male,3,4,3,4,5,1,4,4,4,3,1,3,4,4,1,4,4,4,4,1,5,5,3,4,1,1,3,4,1,3,4,1,2,4,4,4,qu65,qu49,qu1,tqu5,qu86,qu63,tqu6,qu33,qu72,tqu2,qu12,qu11,qu57,tqu4,qu58,qu46,qu74,qu52,qu80,tqu1,qu88,qu66,qu83,tqu3,tqu7,qu43,qu40,qu9,qu56,qu17,qu44,qu78,qu53,qu18,qu8,1488911424045,1488911427604,1488911494962,1488911610288,1488911663739,1488911799641,1488911810991,1488911826539,,,6.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3B837J3LDP2SE4EIVXBW8VMUBUZSR4,A2RHJT0OMA09YH,Submitted,Tue Mar 07 10:24:31 PST 2017,Tue Mar 07 11:20:17 PST 2017,Fri Mar 10 11:20:17 PST 2017,,,,3346,0% (0/0),0% (0/0),0% (0/0),22,,5,{},no,yes,female,3,2,4,3,4,2,2,3,1,3,3,4,4,2,4,2,2,4,1,5,2,4,3,3,4,2,4,3,2,3,3,2,3,4,2,3,qu49,qu41,qu17,qu39,qu76,qu32,qu14,qu83,qu79,qu48,qu52,qu43,qu4,qu68,qu25,tqu3,qu35,tqu7,tqu5,tqu2,qu42,qu85,qu13,qu19,qu24,tqu1,qu18,qu46,qu64,qu51,qu86,qu87,tqu6,tqu4,qu1,1488914346626,1488914348967,1488914360812,1488914374092,1488914391269,1488914399826,1488914405680,1488914413218,,,2.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3BF51CHDTWGFO1G3QQGIKLE5TTJ0HT,A2A6FH0F7LD9ND,Submitted,Tue Mar 07 10:24:49 PST 2017,Tue Mar 07 10:36:36 PST 2017,Fri Mar 10 10:36:36 PST 2017,,,,707,0% (0/0),0% (0/0),0% (0/0),53,,5,"thanks, have a blessed day",no,yes,female,3,5,3,1,1,4,4,1,3,5,3,2,3,4,4,4,3,3,4,5,4,2,3,1,3,5,3,4,3,4,1,2,4,4,5,1,qu1,qu81,tqu4,tqu6,qu56,qu79,tqu7,qu37,qu87,qu50,qu82,qu84,qu67,qu47,qu26,qu60,qu46,qu21,tqu1,qu20,qu44,qu76,qu24,qu9,tqu5,qu55,qu68,qu10,qu53,tqu3,qu75,qu51,qu63,qu42,tqu2,1488911591790,1488911597165,1488911672901,1488911714971,1488911747429,1488911771087,1488911777266,1488911787929,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3DUZQ9U6SNUK7BVZ4HG69SBXW0CSVX,A1S5IGVH3CF8XZ,Submitted,Tue Mar 07 10:24:39 PST 2017,Tue Mar 07 10:45:10 PST 2017,Fri Mar 10 10:45:10 PST 2017,,,,1231,0% (0/0),0% (0/0),0% (0/0),35,,5,thank you!,no,yes,male,3,1,2,4,4,5,1,4,4,4,2,1,3,2,4,5,5,1,3,5,2,3,1,3,4,3,2,5,2,2,5,4,3,4,3,1,tqu4,qu5,qu11,qu53,qu41,tqu7,qu35,qu64,qu3,qu37,qu30,qu73,qu71,qu25,tqu1,qu60,tqu3,qu2,qu88,qu13,qu33,tqu6,qu54,qu61,qu68,qu4,tqu5,qu76,qu67,qu77,qu26,qu8,qu34,qu18,tqu2,1488911848705,1488911850519,1488912397600,1488912572504,1488912823633,1488912907873,1488912940906,1488912960569,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3FDJT1UU75E5LY3CTHPRE8QO2IY5KN,A3GLUDQZGEJL5G,Submitted,Tue Mar 07 10:24:31 PST 2017,Tue Mar 07 10:38:20 PST 2017,Fri Mar 10 10:38:20 PST 2017,,,,829,0% (0/0),0% (0/0),0% (0/0),33,,5,{},no,yes,female,3,2,2,4,5,1,2,5,5,1,5,1,4,5,1,5,4,5,1,1,5,1,4,1,5,4,4,2,4,5,4,4,5,2,2,4,qu48,qu42,qu43,qu20,qu81,qu69,qu77,qu65,tqu4,qu39,tqu3,qu50,qu7,tqu7,tqu5,qu31,qu73,qu37,tqu6,qu56,qu46,qu11,tqu2,qu35,qu33,qu70,qu80,qu13,qu27,qu22,qu18,tqu1,qu59,qu1,qu6,1488911620886,1488911625461,1488911703598,1488911739895,1488911788325,1488911884169,1488911889765,1488911896351,,,7.0,5
