HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.age,Answer.book,Answer.careful,Answer.comments,Answer.distraction,Answer.english,Answer.gender,Answer.grouptype,Answer.q1,Answer.q10,Answer.q11,Answer.q12,Answer.q13,Answer.q14,Answer.q15,Answer.q16,Answer.q17,Answer.q18,Answer.q19,Answer.q2,Answer.q20,Answer.q21,Answer.q22,Answer.q23,Answer.q24,Answer.q25,Answer.q26,Answer.q27,Answer.q28,Answer.q29,Answer.q3,Answer.q30,Answer.q31,Answer.q32,Answer.q33,Answer.q34,Answer.q35,Answer.q4,Answer.q5,Answer.q6,Answer.q7,Answer.q8,Answer.q9,Answer.qNum1,Answer.qNum10,Answer.qNum11,Answer.qNum12,Answer.qNum13,Answer.qNum14,Answer.qNum15,Answer.qNum16,Answer.qNum17,Answer.qNum18,Answer.qNum19,Answer.qNum2,Answer.qNum20,Answer.qNum21,Answer.qNum22,Answer.qNum23,Answer.qNum24,Answer.qNum25,Answer.qNum26,Answer.qNum27,Answer.qNum28,Answer.qNum29,Answer.qNum3,Answer.qNum30,Answer.qNum31,Answer.qNum32,Answer.qNum33,Answer.qNum34,Answer.qNum35,Answer.qNum4,Answer.qNum5,Answer.qNum6,Answer.qNum7,Answer.qNum8,Answer.qNum9,Answer.time1,Answer.time2,Answer.time3,Answer.time4,Answer.time5,Answer.time6,Answer.time7,Answer.time8,Approve,Reject,Correct,Self-rating
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3AUQQEL7U6ZK62BNVFXMZM5E18TV0D,AAIX34EBHHA8D,Submitted,Tue Mar 07 10:24:54 PST 2017,Tue Mar 07 11:14:38 PST 2017,Fri Mar 10 11:14:38 PST 2017,,,,2984,0% (0/0),0% (0/0),0% (0/0),24,,5,{},no,yes,male,2,4,3,2,2,4,1,1,1,1,3,4,4,4,1,4,4,4,4,1,1,4,4,4,4,1,5,1,1,1,1,4,1,4,1,1,qu50,qu36,qu76,qu28,qu63,tqu2,qu22,qu85,qu43,tqu6,qu68,qu3,qu77,qu2,qu16,qu1,qu15,qu47,qu8,qu51,qu13,qu32,qu49,qu87,tqu7,qu30,tqu3,qu41,qu33,tqu1,tqu5,qu72,qu84,qu69,tqu4,1488913817730,1488913850881,1488913932233,1488913999754,1488914036911,1488914061095,1488914068930,1488914077874,,,5.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3AZHRG4CU5Q0UT94B5RGGRDVAO130P,A160HFSRDNT91E,Submitted,Tue Mar 07 10:24:29 PST 2017,Tue Mar 07 10:50:43 PST 2017,Fri Mar 10 10:50:43 PST 2017,,,,1574,0% (0/0),0% (0/0),0% (0/0),27,,5,{},no,yes,male,2,2,4,3,5,4,1,5,3,4,2,4,5,1,4,1,4,4,2,4,4,3,4,2,2,2,3,3,5,1,3,1,3,4,3,4,qu27,qu36,qu46,tqu5,qu18,tqu6,qu68,qu87,qu25,qu17,qu13,qu64,tqu4,qu67,tqu2,qu39,qu48,qu31,qu41,qu73,qu37,qu71,qu55,qu14,qu28,qu77,qu4,qu88,tqu3,qu58,tqu7,qu84,tqu1,qu21,qu51,1488912469950,1488912472612,1488912524717,1488912566058,1488912592325,1488912617431,1488912624201,1488912645107,,,6.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3BQU611VFQQ45PMXSABJ0FHADK599O,A34VJG7ZCJ8LX,Submitted,Tue Mar 07 10:25:00 PST 2017,Tue Mar 07 10:28:46 PST 2017,Fri Mar 10 10:28:46 PST 2017,,,,226,0% (0/0),0% (0/0),0% (0/0),41,,5,{},no,yes,female,2,5,1,1,1,2,2,4,2,2,1,1,5,3,4,1,5,5,4,1,2,1,5,2,1,1,1,3,3,1,3,5,1,5,1,1,qu51,qu86,qu67,tqu2,qu6,qu11,qu55,qu80,qu73,qu70,qu44,qu26,qu60,qu33,qu4,qu53,tqu1,qu64,tqu3,qu52,qu41,qu84,qu54,qu69,tqu6,qu40,qu56,qu17,tqu7,qu28,qu87,qu75,tqu5,tqu4,qu12,1488911108937,1488911130858,1488911176054,1488911224790,1488911268085,1488911295643,1488911303144,1488911310761,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3C6FJU71TRZHQII8YXYQVSXFZEZUYO,AZH91RXTSG1NZ,Submitted,Tue Mar 07 10:24:44 PST 2017,Tue Mar 07 10:28:31 PST 2017,Fri Mar 10 10:28:31 PST 2017,,,,227,0% (0/0),0% (0/0),0% (0/0),30,,5,NICE SURVEY,no,yes,male,2,4,4,4,1,4,4,3,4,4,4,4,5,2,5,4,4,4,4,5,3,4,2,5,4,4,5,4,4,4,4,4,4,3,4,2,qu10,qu31,qu56,tqu7,tqu4,qu23,qu45,qu72,qu29,tqu6,qu18,qu16,tqu3,qu12,qu54,qu52,qu80,qu21,tqu1,qu41,qu60,tqu2,qu28,qu62,qu43,tqu5,qu71,qu25,qu58,qu81,qu55,qu63,qu36,qu40,qu39,1488911123946,1488911126004,1488911163692,1488911212426,1488911250788,1488911277717,1488911287851,1488911300335,,,3.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3DBQWDE4Y746T4OFQUH7607SWD35NS,A2VY16N1O40VEL,Submitted,Tue Mar 07 10:24:35 PST 2017,Tue Mar 07 10:32:13 PST 2017,Fri Mar 10 10:32:13 PST 2017,,,,458,0% (0/0),0% (0/0),0% (0/0),31,,5,{},no,yes,male,2,1,1,1,2,4,1,1,1,4,5,2,1,5,1,1,1,4,2,1,1,5,4,1,1,5,5,5,3,2,2,2,1,1,2,4,qu44,qu69,tqu4,qu31,qu35,qu70,qu71,qu24,qu77,tqu5,qu14,qu10,qu57,tqu6,qu4,qu66,qu29,qu2,tqu2,qu80,qu1,qu43,qu8,tqu3,qu23,qu49,tqu1,qu81,qu46,qu12,qu60,qu86,tqu7,qu54,qu33,1488911181717,1488911189287,1488911278207,1488911393375,1488911462426,1488911492440,1488911504317,1488911517631,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3E7TUJ2EGDSG8FZE4QGLMB0045K9D5,A2Q4A0C8Y3OQQ0,Submitted,Tue Mar 07 10:25:03 PST 2017,Tue Mar 07 10:34:02 PST 2017,Fri Mar 10 10:34:02 PST 2017,,,,539,0% (0/0),0% (0/0),0% (0/0),23,,4,{},no,yes,female,2,4,4,1,3,1,1,1,3,5,1,4,2,1,4,2,1,5,4,4,2,5,2,2,5,5,3,3,1,4,3,2,5,3,4,3,qu79,qu19,qu84,qu75,tqu3,qu4,tqu7,qu68,qu44,tqu4,qu74,qu35,tqu1,qu62,qu70,tqu6,tqu5,qu63,qu77,qu86,qu18,qu29,qu21,qu1,qu87,qu46,qu31,tqu2,qu71,qu25,qu37,qu45,qu12,qu61,qu73,1488911112921,1488911115279,1488911169248,1488911230490,1488911260497,1488911285240,1488911292746,1488911300427,,,7.0,4
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3F6KKYWMNC71XH3850ZQ4CVK9U0NDH,ARPORQMJIBTP2,Submitted,Tue Mar 07 10:24:29 PST 2017,Tue Mar 07 11:10:36 PST 2017,Fri Mar 10 11:10:36 PST 2017,,,,2767,0% (0/0),0% (0/0),0% (0/0),33,,5,{},no,yes,female,2,3,4,1,2,1,1,4,1,5,4,1,2,2,1,4,2,5,5,1,1,2,4,5,1,2,3,1,1,1,1,3,2,4,2,2,qu48,qu32,tqu4,qu55,qu62,qu21,qu80,qu87,qu45,qu26,qu72,qu6,qu40,qu38,qu11,qu84,tqu1,qu53,qu24,tqu3,tqu6,qu25,tqu5,qu78,qu14,qu81,qu18,tqu2,tqu7,qu68,qu31,qu34,qu56,qu7,qu60,1488913415070,1488913446570,1488913580827,1488913651054,1488913711517,1488913778492,1488913799717,1488913825601,,,6.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3GFK2QRXXANWGYXTIV8U2JKJPP75WJ,A2AZWEIEWBIYWX,Submitted,Tue Mar 07 10:24:50 PST 2017,Tue Mar 07 10:27:54 PST 2017,Fri Mar 10 10:27:54 PST 2017,,,,184,0% (0/0),0% (0/0),0% (0/0),37,,5,n/a,no,yes,male,2,4,1,1,1,5,5,5,1,5,4,4,4,1,1,4,4,3,1,5,3,2,2,5,1,4,4,1,2,4,4,5,2,4,5,4,qu58,tqu6,qu66,qu86,qu81,qu43,qu77,tqu4,qu50,qu5,qu26,qu23,qu76,tqu2,qu35,qu39,qu4,tqu3,tqu1,qu21,qu10,qu44,qu59,qu85,qu2,qu42,tqu7,qu78,qu6,qu20,qu88,qu19,qu1,tqu5,qu12,1488911105688,1488911106938,1488911158189,1488911196588,1488911225676,1488911244625,1488911253738,1488911263355,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3HL8HNGX467D6ZDAVWBBAB3LGI09FG,A0017268R9SKD8U2Y3F,Submitted,Tue Mar 07 10:25:15 PST 2017,Tue Mar 07 10:38:50 PST 2017,Fri Mar 10 10:38:50 PST 2017,,,,815,0% (0/0),0% (0/0),0% (0/0),25,,5,Fun survey!,no,yes,female,2,3,3,1,5,5,5,3,3,1,3,5,5,4,1,3,1,3,3,3,1,1,5,1,1,1,2,5,3,1,3,1,1,5,3,4,qu58,qu2,qu75,qu61,qu64,tqu5,qu7,qu6,qu65,qu14,qu74,qu77,qu34,tqu1,qu32,qu83,qu22,qu51,qu73,qu37,tqu7,qu88,qu20,tqu3,tqu2,qu33,qu84,qu18,tqu6,qu76,tqu4,qu78,qu87,qu44,qu29,1488911754131,1488911758243,1488911806795,1488911841546,1488911894703,1488911914699,1488911920866,1488911929010,,,7.0,5
3421H3BM9ANRPH1COKXV0P0UFY49JP,38WHRO3LM5CNRUAPCKT72EG33CZ62E,Personality Survey ~7 mins,Answer 35 survey questions about yourself.,"survey, demographics",$0.70,Tue Mar 07 10:23:21 PST 2017,150,BatchId:2715023;OriginalHitTemplateId:920937332;,3600,259200,Tue Mar 14 11:23:21 PDT 2017,,,3II4UPYCOKDM0EG0LSR786QPE5NQD7,A1OOS9Z432SQB0,Submitted,Tue Mar 07 10:24:44 PST 2017,Tue Mar 07 10:51:15 PST 2017,Fri Mar 10 10:51:15 PST 2017,,,,1591,0% (0/0),0% (0/0),0% (0/0),24,,5,{},no,yes,male,2,5,4,4,5,4,4,1,3,2,1,4,2,5,4,1,1,5,4,4,1,2,4,2,5,4,4,5,1,1,4,5,2,4,2,5,qu68,qu56,qu14,qu24,qu60,qu13,qu54,qu57,qu75,tqu7,qu41,qu85,tqu5,qu49,qu8,qu4,qu30,qu58,qu45,tqu3,qu73,qu51,qu62,tqu6,qu52,qu44,qu42,tqu1,qu82,qu70,qu88,tqu2,qu48,tqu4,qu27,1488912238420,1488912242426,1488912323032,1488912501562,1488912603339,1488912632801,1488912645181,1488912667789,,,4.0,5
